subject;date;session;block;trials_count;session_type;seq_type;set_num;seq_num;pos_1;pos_2;pos_2_cons;pos_2_inc;RSI;distance;trial_stage
friede;18-01;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;1158.340256667476;RSI_1
friede;18-01;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;639.5368467446076;RT_1
friede;18-01;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;4257.14998580165;RSI_2
friede;18-01;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;718.480091090954;RT_2
friede;28-11;2;8;33;srt;viol;3;3;loc_2;loc_1;;;0.1;209.37388030696664;RSI_1
friede;28-11;2;8;33;srt;viol;3;3;loc_2;loc_1;;;0.1;1735.0463678367307;RT_1
friede;28-11;2;8;33;srt;viol;3;3;loc_2;loc_1;;;0.1;159.15347139131833;RSI_2
friede;28-11;2;8;33;srt;viol;3;3;loc_2;loc_1;;;0.1;2305.630038861487;RT_2
friede;20-01;3;5;88;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;8055.437651954841;RSI_1
friede;20-01;3;5;88;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;1679.491932759328;RT_1
friede;20-01;3;5;88;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;4126.546493421311;RSI_2
friede;20-01;3;5;88;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;45.106285271900724;RT_2
friede;12-01;3;5;17;pdp;exclu;3;1;loc_4;;loc_1;loc_5;0.1;100.47658592334002;RSI_1
friede;12-01;3;5;17;pdp;exclu;3;1;loc_4;;loc_1;loc_5;0.1;2991.9995772248362;RT_1
friede;12-01;3;5;17;pdp;exclu;3;1;loc_4;;loc_1;loc_5;0.1;86.29550876908273;RSI_2
friede;12-01;3;5;17;pdp;exclu;3;1;loc_4;;loc_1;loc_5;0.1;3704.7610874464876;RT_2
friede;11-12;3;1;49;pdp;gram;4;3;loc_1;loc_2;;;1.0;3412.2921798435127;RSI_1
friede;11-12;3;1;49;pdp;gram;4;3;loc_1;loc_2;;;1.0;18184.08568638538;RT_1
friede;11-12;3;1;49;pdp;gram;4;3;loc_1;loc_2;;;1.0;10073.356046121084;RSI_2
friede;11-12;3;1;49;pdp;gram;4;3;loc_1;loc_2;;;1.0;6192.533563653237;RT_2
friede;07-12;1;5;61;srt;gram;4;3;loc_1;loc_2;;;1.0;6082.9047297841535;RSI_1
friede;07-12;1;5;61;srt;gram;4;3;loc_1;loc_2;;;1.0;2838.612250938635;RT_1
friede;07-12;1;5;61;srt;gram;4;3;loc_1;loc_2;;;1.0;11133.810466073164;RSI_2
friede;07-12;1;5;61;srt;gram;4;3;loc_1;loc_2;;;1.0;4676.2696870895315;RT_2
friede;19-01;2;8;31;srt;viol;4;1;loc_4;loc_2;;;1.0;3841.3421713205994;RSI_1
friede;19-01;2;8;31;srt;viol;4;1;loc_4;loc_2;;;1.0;4297.888140344404;RT_1
friede;19-01;2;8;31;srt;viol;4;1;loc_4;loc_2;;;1.0;6334.832027036307;RSI_2
friede;19-01;2;8;31;srt;viol;4;1;loc_4;loc_2;;;1.0;1015.5495581903873;RT_2
friede;28-11;2;7;19;srt;gram;3;3;loc_2;loc_5;;;0.1;106.72020786698599;RSI_1
friede;28-11;2;7;19;srt;gram;3;3;loc_2;loc_5;;;0.1;14470.57391010503;RT_1
friede;28-11;2;7;19;srt;gram;3;3;loc_2;loc_5;;;0.1;92.76961987878677;RSI_2
friede;28-11;2;7;19;srt;gram;3;3;loc_2;loc_5;;;0.1;618.031717540632;RT_2
friede;13-01;3;5;72;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;95.06291507721517;RSI_1
friede;13-01;3;5;72;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;2631.0388872886847;RT_1
friede;13-01;3;5;72;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;169.3794332185434;RSI_2
friede;13-01;3;5;72;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;44.48834658444251;RT_2
friede;12-01;3;5;29;pdp;exclu;3;2;loc_6;;loc_3;loc_1;0.1;175.64271754960515;RSI_1
friede;12-01;3;5;29;pdp;exclu;3;2;loc_6;;loc_3;loc_1;0.1;2593.321957134009;RT_1
friede;12-01;3;5;29;pdp;exclu;3;2;loc_6;;loc_3;loc_1;0.1;272.39165592716694;RSI_2
friede;12-01;3;5;29;pdp;exclu;3;2;loc_6;;loc_3;loc_1;0.1;4218.169008241199;RT_2
friede;04-02;3;5;76;pdp;exclu;6;3;loc_6;;loc_4;loc_3;0.1;86.91260958496218;RSI_1
friede;04-02;3;5;76;pdp;exclu;6;3;loc_6;;loc_4;loc_3;0.1;3198.3890015091897;RT_1
friede;04-02;3;5;76;pdp;exclu;6;3;loc_6;;loc_4;loc_3;0.1;222.72620932362656;RSI_2
friede;04-02;3;5;76;pdp;exclu;6;3;loc_6;;loc_4;loc_3;0.1;4963.682407163918;RT_2
friede;22-12;3;5;30;pdp;inclu;6;1;loc_2;;loc_1;loc_4;0.1;94.84561225389785;RSI_1
friede;22-12;3;5;30;pdp;inclu;6;1;loc_2;;loc_1;loc_4;0.1;2214.09535687303;RT_1
friede;22-12;3;5;30;pdp;inclu;6;1;loc_2;;loc_1;loc_4;0.1;275.27499919884366;RSI_2
friede;22-12;3;5;30;pdp;inclu;6;1;loc_2;;loc_1;loc_4;0.1;863.9311498980953;RT_2
friede;07-12;1;3;43;srt;gram;4;1;loc_4;loc_3;;;1.0;5918.892758109313;RSI_1
friede;07-12;1;3;43;srt;gram;4;1;loc_4;loc_3;;;1.0;7128.564234464941;RT_1
friede;07-12;1;3;43;srt;gram;4;1;loc_4;loc_3;;;1.0;2792.6129916881673;RSI_2
friede;07-12;1;3;43;srt;gram;4;1;loc_4;loc_3;;;1.0;10752.992371524102;RT_2
friede;14-12;2;10;64;srt;gram;5;3;loc_4;loc_2;;;1.0;1437.5488922804525;RSI_1
friede;14-12;2;10;64;srt;gram;5;3;loc_4;loc_2;;;1.0;5495.746656516901;RT_1
friede;14-12;2;10;64;srt;gram;5;3;loc_4;loc_2;;;1.0;1642.12825199641;RSI_2
friede;14-12;2;10;64;srt;gram;5;3;loc_4;loc_2;;;1.0;27788.122455971414;RT_2
friede;02-02;2;10;61;srt;gram;6;3;loc_6;loc_4;;;0.1;74.55381330693044;RSI_1
friede;02-02;2;10;61;srt;gram;6;3;loc_6;loc_4;;;0.1;3265.558014979337;RT_1
friede;02-02;2;10;61;srt;gram;6;3;loc_6;loc_4;;;0.1;64.6988481235231;RSI_2
friede;02-02;2;10;61;srt;gram;6;3;loc_6;loc_4;;;0.1;6110.843130239913;RT_2
friede;21-01;3;5;82;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;3698.18313277715;RSI_1
friede;21-01;3;5;82;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;1569.2400827561664;RT_1
friede;21-01;3;5;82;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;4816.165733729447;RSI_2
friede;21-01;3;5;82;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;289.48578738606636;RT_2
friede;21-01;3;5;18;pdp;exclu;4;1;loc_4;;loc_3;loc_6;1.0;7075.430306420046;RSI_1
friede;21-01;3;5;18;pdp;exclu;4;1;loc_4;;loc_3;loc_6;1.0;6572.0557359309205;RT_1
friede;21-01;3;5;18;pdp;exclu;4;1;loc_4;;loc_3;loc_6;1.0;10101.638971374028;RSI_2
friede;21-01;3;5;18;pdp;exclu;4;1;loc_4;;loc_3;loc_6;1.0;130.0054443621829;RT_2
friede;27-01;3;5;63;pdp;exclu;5;2;loc_3;;loc_6;loc_5;1.0;859.9700309048613;RSI_1
friede;27-01;3;5;63;pdp;exclu;5;2;loc_3;;loc_6;loc_5;1.0;10682.504751414805;RT_1
friede;27-01;3;5;63;pdp;exclu;5;2;loc_3;;loc_6;loc_5;1.0;4973.031633217125;RSI_2
friede;27-01;3;5;63;pdp;exclu;5;2;loc_3;;loc_6;loc_5;1.0;93.04803963350402;RT_2
friede;07-12;1;1;10;srt;gram;4;1;loc_4;loc_3;;;1.0;6256.495127391373;RSI_1
friede;07-12;1;1;10;srt;gram;4;1;loc_4;loc_3;;;1.0;5119.081587642822;RT_1
friede;07-12;1;1;10;srt;gram;4;1;loc_4;loc_3;;;1.0;2681.3992369494626;RSI_2
friede;07-12;1;1;10;srt;gram;4;1;loc_4;loc_3;;;1.0;5070.494159761284;RT_2
friede;11-12;3;5;37;pdp;inclu;4;1;loc_4;;loc_3;loc_2;1.0;4350.152797251074;RSI_1
friede;11-12;3;5;37;pdp;inclu;4;1;loc_4;;loc_3;loc_2;1.0;6010.664229123396;RT_1
friede;11-12;3;5;37;pdp;inclu;4;1;loc_4;;loc_3;loc_2;1.0;9924.86850741587;RSI_2
friede;11-12;3;5;37;pdp;inclu;4;1;loc_4;;loc_3;loc_2;1.0;4989.09559003987;RT_2
friede;29-11;3;5;43;pdp;inclu;3;2;loc_6;;loc_3;loc_1;0.1;;RSI_1
friede;29-11;3;5;43;pdp;inclu;3;2;loc_6;;loc_3;loc_1;0.1;;RT_1
friede;29-11;3;5;43;pdp;inclu;3;2;loc_6;;loc_3;loc_1;0.1;256.5264419531481;RSI_2
friede;29-11;3;5;43;pdp;inclu;3;2;loc_6;;loc_3;loc_1;0.1;3624.695972179177;RT_2
friede;21-01;3;5;66;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;3041.6188228734877;RSI_1
friede;21-01;3;5;66;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;1782.896922278192;RT_1
friede;21-01;3;5;66;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;5820.702971654538;RSI_2
friede;21-01;3;5;66;pdp;exclu;4;2;loc_5;;loc_6;loc_3;1.0;638.5109909203787;RT_2
friede;19-01;2;9;60;srt;gram;4;3;loc_1;loc_2;;;1.0;1064.5043815327554;RSI_1
friede;19-01;2;9;60;srt;gram;4;3;loc_1;loc_2;;;1.0;9204.40351777875;RT_1
friede;19-01;2;9;60;srt;gram;4;3;loc_1;loc_2;;;1.0;8244.874520407979;RSI_2
friede;19-01;2;9;60;srt;gram;4;3;loc_1;loc_2;;;1.0;2016.0382275307984;RT_2
friede;13-12;1;1;10;srt;gram;5;2;loc_3;loc_6;;;1.0;10949.62255951177;RSI_1
friede;13-12;1;1;10;srt;gram;5;2;loc_3;loc_6;;;1.0;47.70206436966933;RT_1
friede;13-12;1;1;10;srt;gram;5;2;loc_3;loc_6;;;1.0;52.28813702064389;RSI_2
friede;13-12;1;1;10;srt;gram;5;2;loc_3;loc_6;;;1.0;2756.512067619357;RT_2
friede;08-12;2;7;30;srt;gram;4;1;loc_4;loc_3;;;1.0;4885.394484944181;RSI_1
friede;08-12;2;7;30;srt;gram;4;1;loc_4;loc_3;;;1.0;2356.8203440307693;RT_1
friede;08-12;2;7;30;srt;gram;4;1;loc_4;loc_3;;;1.0;4782.368868897808;RSI_2
friede;08-12;2;7;30;srt;gram;4;1;loc_4;loc_3;;;1.0;37991.397689465135;RT_2
friede;20-01;3;1;9;pdp;gram;4;1;loc_4;loc_3;;;1.0;1438.86972123078;RSI_1
friede;20-01;3;1;9;pdp;gram;4;1;loc_4;loc_3;;;1.0;574.5749767531449;RT_1
friede;20-01;3;1;9;pdp;gram;4;1;loc_4;loc_3;;;1.0;3024.748360632419;RSI_2
friede;20-01;3;1;9;pdp;gram;4;1;loc_4;loc_3;;;1.0;16808.58216894816;RT_2
friede;12-01;3;1;1;pdp;gram;3;2;loc_6;loc_3;;;0.1;25.249514446649673;RSI_1
friede;12-01;3;1;1;pdp;gram;3;2;loc_6;loc_3;;;0.1;3690.4571556174164;RT_1
friede;12-01;3;1;1;pdp;gram;3;2;loc_6;loc_3;;;0.1;601.2617955042383;RSI_2
friede;12-01;3;1;1;pdp;gram;3;2;loc_6;loc_3;;;0.1;3432.5050261494916;RT_2
friede;24-01;1;2;28;srt;gram;5;1;loc_1;loc_5;;;1.0;4677.080794274008;RSI_1
friede;24-01;1;2;28;srt;gram;5;1;loc_1;loc_5;;;1.0;10459.378784851953;RT_1
friede;24-01;1;2;28;srt;gram;5;1;loc_1;loc_5;;;1.0;7815.192071099035;RSI_2
friede;24-01;1;2;28;srt;gram;5;1;loc_1;loc_5;;;1.0;1887.1926794948902;RT_2
friede;22-12;3;5;64;pdp;inclu;6;2;loc_5;;loc_3;loc_4;0.1;5.648763206546615;RSI_1
friede;22-12;3;5;64;pdp;inclu;6;2;loc_5;;loc_3;loc_4;0.1;635.2409229435222;RT_1
friede;22-12;3;5;64;pdp;inclu;6;2;loc_5;;loc_3;loc_4;0.1;174.40965685965992;RSI_2
friede;22-12;3;5;64;pdp;inclu;6;2;loc_5;;loc_3;loc_4;0.1;4669.649207462491;RT_2
friede;07-12;1;2;17;srt;gram;4;2;loc_5;loc_6;;;1.0;4317.2362167094225;RSI_1
friede;07-12;1;2;17;srt;gram;4;2;loc_5;loc_6;;;1.0;4179.760186004932;RT_1
friede;07-12;1;2;17;srt;gram;4;2;loc_5;loc_6;;;1.0;3694.8037066546776;RSI_2
friede;07-12;1;2;17;srt;gram;4;2;loc_5;loc_6;;;1.0;644.4129921122477;RT_2
friede;11-12;3;5;87;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;2847.599232346244;RSI_1
friede;11-12;3;5;87;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;6123.674451840311;RT_1
friede;11-12;3;5;87;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;7952.453531774251;RSI_2
friede;11-12;3;5;87;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;8344.12122149163;RT_2
friede;28-11;2;6;9;srt;gram;3;1;loc_4;loc_1;;;0.1;189.37451578192986;RSI_1
friede;28-11;2;6;9;srt;gram;3;1;loc_4;loc_1;;;0.1;3472.644677792705;RT_1
friede;28-11;2;6;9;srt;gram;3;1;loc_4;loc_1;;;0.1;522.7639199093256;RSI_2
friede;28-11;2;6;9;srt;gram;3;1;loc_4;loc_1;;;0.1;4283.835329308948;RT_2
friede;14-12;2;7;25;srt;gram;5;1;loc_1;loc_5;;;1.0;5147.43755761187;RSI_1
friede;14-12;2;7;25;srt;gram;5;1;loc_1;loc_5;;;1.0;6786.16549210215;RT_1
friede;14-12;2;7;25;srt;gram;5;1;loc_1;loc_5;;;1.0;8409.437505941762;RSI_2
friede;14-12;2;7;25;srt;gram;5;1;loc_1;loc_5;;;1.0;2415.47281474312;RT_2
friede;19-01;2;7;27;srt;gram;4;2;loc_5;loc_6;;;1.0;2804.2734051177977;RSI_1
friede;19-01;2;7;27;srt;gram;4;2;loc_5;loc_6;;;1.0;1984.1896918733883;RT_1
friede;19-01;2;7;27;srt;gram;4;2;loc_5;loc_6;;;1.0;8414.056329754007;RSI_2
friede;19-01;2;7;27;srt;gram;4;2;loc_5;loc_6;;;1.0;2142.4491280980005;RT_2
friede;07-12;1;2;18;srt;gram;4;1;loc_4;loc_3;;;1.0;5208.570333126685;RSI_1
friede;07-12;1;2;18;srt;gram;4;1;loc_4;loc_3;;;1.0;4280.380629535675;RT_1
friede;07-12;1;2;18;srt;gram;4;1;loc_4;loc_3;;;1.0;10303.033258407468;RSI_2
friede;07-12;1;2;18;srt;gram;4;1;loc_4;loc_3;;;1.0;3072.2220240004126;RT_2
friede;02-12;3;5;81;pdp;inclu;3;1;loc_4;;loc_1;loc_5;0.1;43.47620993137801;RSI_1
friede;02-12;3;5;81;pdp;inclu;3;1;loc_4;;loc_1;loc_5;0.1;832.2327615370467;RT_1
friede;02-12;3;5;81;pdp;inclu;3;1;loc_4;;loc_1;loc_5;0.1;48.130133804194465;RSI_2
friede;02-12;3;5;81;pdp;inclu;3;1;loc_4;;loc_1;loc_5;0.1;3045.31846209808;RT_2
friede;07-12;1;4;52;srt;gram;4;2;loc_5;loc_6;;;1.0;3126.9667684478295;RSI_1
friede;07-12;1;4;52;srt;gram;4;2;loc_5;loc_6;;;1.0;578.2056911560571;RT_1
friede;07-12;1;4;52;srt;gram;4;2;loc_5;loc_6;;;1.0;1968.563481828655;RSI_2
friede;07-12;1;4;52;srt;gram;4;2;loc_5;loc_6;;;1.0;3707.322733901115;RT_2
friede;10-12;3;1;59;pdp;gram;4;1;loc_4;loc_3;;;1.0;4128.343013543922;RSI_1
friede;10-12;3;1;59;pdp;gram;4;1;loc_4;loc_3;;;1.0;4546.568160575253;RT_1
friede;10-12;3;1;59;pdp;gram;4;1;loc_4;loc_3;;;1.0;10183.523668954507;RSI_2
friede;10-12;3;1;59;pdp;gram;4;1;loc_4;loc_3;;;1.0;2468.2551921852564;RT_2
friede;11-12;3;5;25;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;9311.903965714737;RSI_1
friede;11-12;3;5;25;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;7510.869032318129;RT_1
friede;11-12;3;5;25;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;9865.722448892644;RSI_2
friede;11-12;3;5;25;pdp;inclu;4;3;loc_1;;loc_2;loc_3;1.0;2413.4023967524045;RT_2
friede;07-12;1;1;2;srt;gram;4;2;loc_5;loc_6;;;1.0;2841.2772236151277;RSI_1
friede;07-12;1;1;2;srt;gram;4;2;loc_5;loc_6;;;1.0;870.9759858400988;RT_1
friede;07-12;1;1;2;srt;gram;4;2;loc_5;loc_6;;;1.0;4092.298952536532;RSI_2
friede;07-12;1;1;2;srt;gram;4;2;loc_5;loc_6;;;1.0;11831.068870813717;RT_2
friede;13-12;1;1;15;srt;gram;5;3;loc_4;loc_2;;;1.0;11848.495201869287;RSI_1
friede;13-12;1;1;15;srt;gram;5;3;loc_4;loc_2;;;1.0;10443.44652360131;RT_1
friede;13-12;1;1;15;srt;gram;5;3;loc_4;loc_2;;;1.0;9979.837465011538;RSI_2
friede;13-12;1;1;15;srt;gram;5;3;loc_4;loc_2;;;1.0;4697.895250600413;RT_2
friede;28-11;2;7;17;srt;gram;3;1;loc_4;loc_1;;;0.1;77.51407581285521;RSI_1
friede;28-11;2;7;17;srt;gram;3;1;loc_4;loc_1;;;0.1;9139.903020103877;RT_1
friede;28-11;2;7;17;srt;gram;3;1;loc_4;loc_1;;;0.1;587.2182111071312;RSI_2
friede;28-11;2;7;17;srt;gram;3;1;loc_4;loc_1;;;0.1;2190.0372842874594;RT_2
friede;08-12;2;8;41;srt;viol;4;2;loc_5;loc_3;;;1.0;4412.2979151982;RSI_1
friede;08-12;2;8;41;srt;viol;4;2;loc_5;loc_3;;;1.0;2215.1585629649608;RT_1
friede;08-12;2;8;41;srt;viol;4;2;loc_5;loc_3;;;1.0;5385.43916425554;RSI_2
friede;08-12;2;8;41;srt;viol;4;2;loc_5;loc_3;;;1.0;8393.100364941696;RT_2
friede;21-01;3;1;7;pdp;gram;4;1;loc_4;loc_3;;;1.0;1691.429677652664;RSI_1
friede;21-01;3;1;7;pdp;gram;4;1;loc_4;loc_3;;;1.0;2179.761142054282;RT_1
friede;21-01;3;1;7;pdp;gram;4;1;loc_4;loc_3;;;1.0;8610.724152117105;RSI_2
friede;21-01;3;1;7;pdp;gram;4;1;loc_4;loc_3;;;1.0;1179.145618125247;RT_2
friede;20-01;3;1;54;pdp;gram;4;1;loc_4;loc_3;;;1.0;470.5767958884259;RSI_1
friede;20-01;3;1;54;pdp;gram;4;1;loc_4;loc_3;;;1.0;1803.0151803297356;RT_1
friede;20-01;3;1;54;pdp;gram;4;1;loc_4;loc_3;;;1.0;8820.229075716961;RSI_2
friede;20-01;3;1;54;pdp;gram;4;1;loc_4;loc_3;;;1.0;671.8081541588223;RT_2
friede;22-12;3;5;18;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;208.74368026213114;RSI_1
friede;22-12;3;5;18;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;926.2311126612335;RT_1
friede;22-12;3;5;18;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;219.8249234532387;RSI_2
friede;22-12;3;5;18;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;3082.4412881571034;RT_2
friede;19-01;2;9;52;srt;gram;4;1;loc_4;loc_3;;;1.0;5070.675219504524;RSI_1
friede;19-01;2;9;52;srt;gram;4;1;loc_4;loc_3;;;1.0;354.79410404210955;RT_1
friede;19-01;2;9;52;srt;gram;4;1;loc_4;loc_3;;;1.0;2525.372594801766;RSI_2
friede;19-01;2;9;52;srt;gram;4;1;loc_4;loc_3;;;1.0;7310.797876134251;RT_2
friede;13-01;3;5;32;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;45.65987174595756;RSI_1
friede;13-01;3;5;32;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;1390.1310589122613;RT_1
friede;13-01;3;5;32;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;56.98788585847785;RSI_2
friede;13-01;3;5;32;pdp;exclu;3;3;loc_2;;loc_5;loc_1;0.1;379.10415143185946;RT_2
friede;13-12;1;1;11;srt;gram;5;3;loc_4;loc_2;;;1.0;9582.832878694635;RSI_1
friede;13-12;1;1;11;srt;gram;5;3;loc_4;loc_2;;;1.0;33513.11504327555;RT_1
friede;13-12;1;1;11;srt;gram;5;3;loc_4;loc_2;;;1.0;9889.888980122463;RSI_2
friede;13-12;1;1;11;srt;gram;5;3;loc_4;loc_2;;;1.0;4708.981789016126;RT_2
friede;28-11;2;7;21;srt;gram;3;1;loc_4;loc_1;;;0.1;220.75956381442367;RSI_1
friede;28-11;2;7;21;srt;gram;3;1;loc_4;loc_1;;;0.1;4019.5561346531003;RT_1
friede;28-11;2;7;21;srt;gram;3;1;loc_4;loc_1;;;0.1;734.4910952588406;RSI_2
friede;28-11;2;7;21;srt;gram;3;1;loc_4;loc_1;;;0.1;3692.755971143558;RT_2
friede;20-01;3;5;63;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;5093.091633758605;RSI_1
friede;20-01;3;5;63;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;1156.8366806770603;RT_1
friede;20-01;3;5;63;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;10464.038865299915;RSI_2
friede;20-01;3;5;63;pdp;exclu;4;2;loc_5;;loc_6;loc_2;1.0;9295.87406526784;RT_2
friede;28-11;2;8;44;srt;viol;3;2;loc_6;loc_5;;;0.1;239.265221838064;RSI_1
friede;28-11;2;8;44;srt;viol;3;2;loc_6;loc_5;;;0.1;1497.5769676953332;RT_1
friede;28-11;2;8;44;srt;viol;3;2;loc_6;loc_5;;;0.1;201.6097147322433;RSI_2
friede;28-11;2;8;44;srt;viol;3;2;loc_6;loc_5;;;0.1;2718.3680892930215;RT_2
friede;24-01;1;3;45;srt;gram;5;2;loc_3;loc_6;;;1.0;4780.942316753861;RSI_1
friede;24-01;1;3;45;srt;gram;5;2;loc_3;loc_6;;;1.0;12607.124581293396;RT_1
friede;24-01;1;3;45;srt;gram;5;2;loc_3;loc_6;;;1.0;8556.86549854924;RSI_2
friede;24-01;1;3;45;srt;gram;5;2;loc_3;loc_6;;;1.0;3297.0772454666208;RT_2
friede;11-01;2;8;43;srt;viol;3;1;loc_4;loc_3;;;0.1;240.5741121915957;RSI_1
friede;11-01;2;8;43;srt;viol;3;1;loc_4;loc_3;;;0.1;2597.3447248523053;RT_1
friede;11-01;2;8;43;srt;viol;3;1;loc_4;loc_3;;;0.1;473.3801774489818;RSI_2
friede;11-01;2;8;43;srt;viol;3;1;loc_4;loc_3;;;0.1;8457.552426590539;RT_2
friede;29-11;3;5;81;pdp;inclu;3;3;loc_2;;loc_5;loc_3;0.1;63.9637484507714;RSI_1
friede;29-11;3;5;81;pdp;inclu;3;3;loc_2;;loc_5;loc_3;0.1;1464.0801112724432;RT_1
friede;29-11;3;5;81;pdp;inclu;3;3;loc_2;;loc_5;loc_3;0.1;266.7160907137381;RSI_2
friede;29-11;3;5;81;pdp;inclu;3;3;loc_2;;loc_5;loc_3;0.1;3721.901205988119;RT_2
friede;13-12;1;3;31;srt;gram;5;2;loc_3;loc_6;;;1.0;5923.344517456554;RSI_1
friede;13-12;1;3;31;srt;gram;5;2;loc_3;loc_6;;;1.0;2130.8614485781122;RT_1
friede;13-12;1;3;31;srt;gram;5;2;loc_3;loc_6;;;1.0;4669.862518120675;RSI_2
friede;13-12;1;3;31;srt;gram;5;2;loc_3;loc_6;;;1.0;2727.7860751566827;RT_2
friede;22-12;3;5;73;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;58.15765182242444;RSI_1
friede;22-12;3;5;73;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;1151.1672443052746;RT_1
friede;22-12;3;5;73;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;196.2120051476908;RSI_2
friede;22-12;3;5;73;pdp;inclu;6;2;loc_5;;loc_3;loc_1;0.1;4728.300347910031;RT_2
friede;24-01;1;2;25;srt;gram;5;1;loc_1;loc_5;;;1.0;4289.521669561641;RSI_1
friede;24-01;1;2;25;srt;gram;5;1;loc_1;loc_5;;;1.0;7470.404566345859;RT_1
friede;24-01;1;2;25;srt;gram;5;1;loc_1;loc_5;;;1.0;8854.959107083685;RSI_2
friede;24-01;1;2;25;srt;gram;5;1;loc_1;loc_5;;;1.0;0.0;RT_2
friede;07-12;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;;RSI_1
friede;07-12;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;4326.942350070426;RT_1
friede;07-12;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;9295.906725766286;RSI_2
friede;07-12;1;4;56;srt;gram;4;2;loc_5;loc_6;;;1.0;2579.534686565354;RT_2
friede;08-12;2;8;38;srt;viol;4;3;loc_1;loc_6;;;1.0;3933.8607075048517;RSI_1
friede;08-12;2;8;38;srt;viol;4;3;loc_1;loc_6;;;1.0;0.0;RT_1
friede;08-12;2;8;38;srt;viol;4;3;loc_1;loc_6;;;1.0;9711.49690529058;RSI_2
friede;08-12;2;8;38;srt;viol;4;3;loc_1;loc_6;;;1.0;601.8586356164811;RT_2
friede;21-01;3;1;14;pdp;gram;4;3;loc_1;loc_2;;;1.0;5951.815842958514;RSI_1
friede;21-01;3;1;14;pdp;gram;4;3;loc_1;loc_2;;;1.0;7434.561091885599;RT_1
friede;21-01;3;1;14;pdp;gram;4;3;loc_1;loc_2;;;1.0;10705.625596807158;RSI_2
friede;21-01;3;1;14;pdp;gram;4;3;loc_1;loc_2;;;1.0;3367.8387656974146;RT_2
friede;07-12;1;1;14;srt;gram;4;2;loc_5;loc_6;;;1.0;1214.25289349212;RSI_1
friede;07-12;1;1;14;srt;gram;4;2;loc_5;loc_6;;;1.0;7369.7042485979655;RT_1
friede;07-12;1;1;14;srt;gram;4;2;loc_5;loc_6;;;1.0;3148.4753990793733;RSI_2
friede;07-12;1;1;14;srt;gram;4;2;loc_5;loc_6;;;1.0;4851.14118617684;RT_2
friede;13-01;3;1;11;pdp;gram;3;3;loc_2;loc_5;;;0.1;84.86042298804165;RSI_1
friede;13-01;3;1;11;pdp;gram;3;3;loc_2;loc_5;;;0.1;7084.224590995443;RT_1
friede;13-01;3;1;11;pdp;gram;3;3;loc_2;loc_5;;;0.1;669.4186188510829;RSI_2
friede;13-01;3;1;11;pdp;gram;3;3;loc_2;loc_5;;;0.1;616.0206756516263;RT_2
friede;11-01;2;7;23;srt;gram;3;2;loc_6;loc_3;;;0.1;103.55828937524451;RSI_1
friede;11-01;2;7;23;srt;gram;3;2;loc_6;loc_3;;;0.1;2104.7666248360615;RT_1
